	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	ph
1530.NC.C.U1.D8.55	331942.0	2148	0.0	0	7.0	4	4.98
1530.NC.C.U1.D9.57	410570.0	1871	11.0	2	411.0	5	4.92
1530.NC.C.U1.D9.58	206086.0	1622	0.0	0	233.0	4	4.92
1530.NC.C.U2.D1.61	402662.0	2895	2.0	1	2.0	1	3.74
1530.NC.C.U2.D1.62	192639.0	2363	0.0	0	1.0	1	3.74
1530.NC.C.U2.D10.77	373587.0	1732	1.0	1	335.0	7	5.6
1530.NC.C.U2.D10.78	376438.0	1757	3.0	2	311.0	4	5.6
1530.NC.C.U2.D2.63	1169832.0	2380	0.0	0	706.0	7	3.67
1530.NC.C.U2.D2.64	517456.0	1819	0.0	0	281.0	6	3.67
1530.NC.C.U2.D3.65	454937.0	2599	1.0	1	0.0	0	4.1
1530.NC.C.U2.D3.66	489885.0	2749	0.0	0	3.0	2	4.1
1530.NC.C.U2.D4.67	375032.0	2477	0.0	0	4.0	1	5.75
1530.NC.C.U2.D4.68	465558.0	2611	0.0	0	3.0	1	5.75
1530.NC.C.U2.D5.69	405426.0	2265	0.0	0	94.0	5	4.3
1530.NC.C.U2.D5.70	424709.0	2320	2.0	1	118.0	4	4.3
1530.NC.C.U2.D6.71	246706.0	1466	0.0	0	28.0	2	4.4
1530.NC.C.U2.D6.72	472482.0	1722	4.0	1	61.0	2	4.4
1530.NC.C.U2.D7.73	526.0	108	0.0	0	1.0	1	5.53
1530.NC.C.U2.D7.74	380149.0	1440	21.0	2	337.0	5	5.53
1530.NC.C.U2.D9.75	560959.0	2216	0.0	0	113.0	3	5.51
1530.NC.C.U2.D9.76	475350.0	2113	0.0	0	96.0	2	5.51
1530.NC.C.U4.D1.79	556637.0	2915	0.0	0	2.0	1	3.91
1530.NC.C.U4.D10.97	313254.0	1726	1.0	1	115.0	4	5.74
1530.NC.C.U4.D10.98	550935.0	2042	0.0	0	186.0	4	5.74
1530.NC.C.U4.D2.81	472400.0	2170	0.0	0	297.0	5	3.52
1530.NC.C.U4.D2.82	757253.0	2511	0.0	0	477.0	6	3.52
1530.NC.C.U4.D4.86	542384.0	2536	0.0	0	1.0	1	3.31
1530.NC.C.U4.D5.87	380627.0	2222	0.0	0	34.0	2	5.75
1530.NC.C.U4.D5.88	193018.0	1857	1.0	1	20.0	1	5.75
1530.NC.C.U4.D6.89	321269.0	1650	7.0	1	53.0	3	4.28
1530.NC.C.U4.D6.90	207019.0	1505	2.0	2	7.0	2	4.28
1530.NC.C.U4.D7.91	312740.0	1428	74.0	2	84.0	2	4.35
1530.NC.C.U4.D7.92	362807.0	1409	63.0	3	62.0	2	4.35
1530.NC.C.U4.D8.93	240647.0	1661	0.0	0	132.0	3	4.45
1530.NC.C.U4.D8.94	353079.0	1820	2.0	1	201.0	4	4.45
1530.NC.C.U4.D9.95	528602.0	1661	0.0	0	63.0	4	4.85
1530.NC.C.U4.D9.96	322891.0	1506	0.0	0	51.0	3	4.85
1579.C.1.0	52630.0	2561	1.0	1	2.0	1	6.9
1579.C.2.0	46472.0	2311	0.0	0	5.0	1	6.6
1579.C.3.0	32543.0	2117	0.0	0	2.0	1	6.77
1579.C.3.30	52121.0	1792	0.0	0	1.0	1	6.86
1579.C.4.0	62574.0	2838	0.0	0	2.0	1	6.97
1579.C.4.15	176063.0	2117	1.0	1	2.0	1	6.38
1579.D.1.0	60067.0	3169	0.0	0	2.0	2	6.92
1579.D.1.15	46360.0	2737	0.0	0	2.0	2	7.24
1579.D.2.0	38246.0	2592	0.0	0	5.0	2	6.71
1579.D.3.0	67038.0	2727	0.0	0	3.0	1	6.38
1579.D.4.0	57799.0	3287	0.0	0	1.0	1	7.33
1579.E.1.0	57939.0	3448	0.0	0	1.0	1	6.9
1579.E.2.0	45545.0	3091	0.0	0	5.0	1	6.79
1579.E.2.15	68499.0	2670	0.0	0	2.0	1	7.09
1579.E.2.30	76073.0	3563	0.0	0	7.0	1	7.0
1579.E.3.0	62227.0	3366	0.0	0	9.0	2	6.73
1579.E.4.0	54496.0	3740	0.0	0	2.0	1	7.02
1579.F.1.0	63971.0	2906	0.0	0	3.0	1	6.29
1579.F.2.0	53777.0	3336	0.0	0	1.0	1	6.66
1579.F.3.30	59473.0	3217	1.0	1	10.0	2	6.07
1579.F.4.0	29920.0	411	181.0	2	4.0	1	6.75
1579.F.4.15	67207.0	3357	0.0	0	3.0	1	6.94
1579.F.4.30	84671.0	2712	0.0	0	4.0	2	7.23
1579.G.1.15	62348.0	3704	0.0	0	6.0	2	6.58
1579.G.1.30	50098.0	824	58.0	1	0.0	0	6.55
1579.G.2.0	56685.0	707	64.0	4	0.0	0	6.02
1579.G.2.15	46928.0	2596	0.0	0	10.0	3	6.37
1579.G.3.0	62845.0	2561	2.0	1	3.0	3	5.9
1579.G.3.15	81842.0	3487	0.0	0	14.0	3	6.58
1579.G.3.30	44449.0	459	891.0	6	0.0	0	6.79
1579.G.4.0	56817.0	3764	0.0	0	11.0	1	6.29
1579.H.1.0	84540.0	3122	0.0	0	1.0	1	6.19
1579.H.2.15	38903.0	583	267.0	3	0.0	0	7.02
1579.H.2.30	37126.0	522	359.0	4	81.0	1	7.01
1579.H.3.0	69108.0	2521	0.0	0	5.0	3	6.53
1579.H.3.15	49482.0	1035	25.0	2	3.0	1	6.76
1579.H.3.30	65364.0	872	0.0	0	1.0	1	6.79
1579.H.4.0	88732.0	3205	0.0	0	3.0	2	6.42
1579.I.1.0	56663.0	3301	0.0	0	4.0	1	6.46
1579.I.1.15	44461.0	602	338.0	4	0.0	0	6.67
1579.I.2.15	62801.0	3339	0.0	0	3.0	2	6.73
1579.I.2.30	81560.0	3537	0.0	0	5.0	3	6.86
1579.I.3.0	200851.0	1575	145.0	1	2.0	1	6.49
1579.I.3.15	53645.0	2761	0.0	0	4.0	3	6.78
1579.I.3.30	55499.0	2105	18.0	1	0.0	0	6.8
1579.I.4.0	39916.0	366	102.0	2	0.0	0	6.54
1579.I.4.15	58214.0	1163	93.0	3	1.0	1	6.78
1579.J.1.0	76009.0	3165	0.0	0	2.0	2	6.19
1579.J.2.0	45851.0	2847	1.0	1	1.0	1	6.15
1579.J.2.30	49794.0	1856	0.0	0	1.0	1	6.39
1579.J.3.0	68386.0	3394	0.0	0	3.0	2	6.07
1579.J.3.15	65449.0	2785	0.0	0	2.0	2	6.55
1579.J.3.30	53506.0	2134	1.0	1	0.0	0	6.7
1579.J.4.0	63540.0	3450	0.0	0	4.0	4	5.96
1579.J.4.15	65060.0	3012	0.0	0	4.0	2	6.41
1579.J.4.30	52832.0	2566	0.0	0	1.0	1	6.53
1579.MW.1.15	72053.0	3166	0.0	0	5.0	3	6.21
1579.MW.1.30	59904.0	1730	0.0	0	3.0	3	6.08
1579.MW.2.0	78003.0	3558	1.0	1	19.0	6	5.56
1579.MW.2.15	59768.0	2937	0.0	0	1.0	1	5.88
1579.MW.2.30	72269.0	2175	0.0	0	19.0	4	5.89
1579.MW.3.15	85881.0	2518	0.0	0	9.0	5	5.48
1579.MW.3.30	47854.0	1359	2.0	1	0.0	0	5.16
1579.MW.4.15	63525.0	2819	2.0	2	6.0	3	5.93
1579.MW.4.30	61733.0	1487	26.0	2	9.0	1	5.6
1579.WM.1.0	47381.0	2749	0.0	0	6.0	2	5.11
1579.WM.1.15	1876.0	625	0.0	0	1.0	1	5.79
1579.WM.1.30	59546.0	2674	1.0	1	8.0	3	5.79
1579.WM.2.30	56493.0	2351	0.0	0	9.0	5	5.57
1579.WM.3.15	54909.0	1750	0.0	0	2.0	2	5.28
1579.WM.4.0	60368.0	3029	0.0	0	7.0	3	5.28
1580.1CB.sed.D1	59560.0	1831	0.0	0	3.0	2	8.24
1580.2CA.sed.D1	66715.0	3019	1.0	1	3.0	3	8.63
1580.2CB.sed.D1	72734.0	3157	0.0	0	1.0	1	8.64
1580.A23.number1.filt.D1	57416.0	184	0.0	0	3.0	2	7.33
1580.A23.number2.filt.D1	59637.0	179	0.0	0	1.0	1	7.43
1580.BBA.number1.filt.	68836.0	2159	0.0	0	1.0	1	7.7
1580.BBA.number2.filt.	63759.0	2034	1.0	1	2.0	2	7.7
1580.BBB.number1.filt.	66793.0	2202	1.0	1	0.0	0	7.62
1580.BBB.number2.filt.	55825.0	1931	0.0	0	2.0	2	7.62
1580.P20.C.filt.	35082.0	544	0.0	0	1.0	1	7.52
1580.TtA.sed.D1	51455.0	3440	0.0	0	2.0	1	8.28
1580.TtB.sed.D1	51693.0	3001	0.0	0	1.0	1	8.32
1580.WPA.filt.	63754.0	1099	1.0	1	0.0	0	8.67
1580.WPB.sed.D1	40097.0	891	0.0	0	1.0	1	8.61
1627.AYC	32887.0	363	0.0	0	1.0	1	9.73
1627.BGC	86570.0	1651	0.0	0	122.0	6	8.16
1627.DC	43476.0	460	525.0	3	0.0	0	9.33
1627.DRBC	64675.0	1499	0.0	0	6.0	2	9.03
1627.DZC	45903.0	870	2.0	2	3.0	2	10.37
1627.GZC	67328.0	867	0.0	0	3.0	2	9.65
1627.KZC1	65414.0	2055	0.0	0	66.0	5	9.12
1627.KZC2	78056.0	2386	0.0	0	111.0	5	8.49
1627.LBC1	71868.0	1854	1.0	1	4.0	2	6.88
1627.LC	72498.0	1624	1.0	1	17.0	5	9.6
1627.LMC	75977.0	1957	2.0	2	10.0	2	8.4
1627.RBC	68323.0	1355	0.0	0	1.0	1	9.7
1627.RWC	62674.0	2453	0.0	0	39.0	1	8.24
1627.SMXC	60620.0	1810	12.0	2	19.0	1	8.04
1627.ZCCK1	79125.0	2189	0.0	0	1.0	1	8.72
1627.ZCCK3	68413.0	3657	0.0	0	2.0	1	9.5
1692.Biofilm.A.DC.1.C.2012	55463.0	1515	0.0	0	9.0	1	4.76
1692.Biofilm.A.DC.1.W.2012	198102.0	2383	0.0	0	61.0	2	4.76
1692.Biofilm.A.DC.2.C.2012	66575.0	1611	0.0	0	7.0	1	4.76
1692.Biofilm.A.DC.2.W.2012	52444.0	1479	0.0	0	27.0	1	4.76
1692.Biofilm.A.E1.1.C.2012	79055.0	1320	0.0	0	16.0	1	4.63
1692.Biofilm.A.E1.1.W.2012	128405.0	2098	0.0	0	5.0	2	4.63
1692.Biofilm.A.E1.2.C.2012	65002.0	1573	0.0	0	4.0	1	4.63
1692.Biofilm.A.E1.2.W.2012	132172.0	1803	2.0	2	3.0	1	4.63
1692.Biofilm.A.E2.1.C.2012	326569.0	2774	1.0	1	27.0	1	4.63
1692.Biofilm.A.E2.1.W.2012	115645.0	1966	0.0	0	3.0	1	4.63
1692.Biofilm.A.E2.2.C.2012	202118.0	2294	2.0	2	29.0	3	4.63
1692.Biofilm.A.E2.2.W.2012	95439.0	1772	0.0	0	79.0	2	4.63
1692.Biofilm.B.DC.1.W.2012	342549.0	2533	2.0	2	67.0	2	4.38
1692.Biofilm.B.DC.2.C.2012	124914.0	2021	2.0	2	11.0	3	4.38
1692.Biofilm.B.DC.2.W.2012	224660.0	2817	1.0	1	8.0	1	4.38
1692.Biofilm.B.E1.1.C.2012	146804.0	1995	0.0	0	4.0	1	4.72
1692.Biofilm.B.E1.1.W.2012	87784.0	2118	0.0	0	27.0	3	4.72
1692.Biofilm.B.E1.2.C.2012	210998.0	2104	4.0	1	12.0	1	4.72
1692.Biofilm.B.E1.2.W.2012	282167.0	2561	0.0	0	8.0	1	4.72
1692.Biofilm.B.E2.1.C.2012	34658.0	1193	0.0	0	9.0	3	4.72
1692.Biofilm.B.E2.1.W.2012	152320.0	2054	0.0	0	4.0	1	4.72
1692.Biofilm.B.E2.2.C.2012	138959.0	1812	0.0	0	10.0	1	4.72
1692.Biofilm.B.E2.2.W.2012	165902.0	2066	9.0	2	33.0	1	4.72
1692.Biofilm.C.DC.1.C.2012	221292.0	2404	1.0	1	48.0	3	5.74
1692.Biofilm.C.DC.1.W.2012	156618.0	2231	2.0	2	69.0	2	5.74
1692.Biofilm.C.DC.2.C.2012	144839.0	2118	0.0	0	67.0	1	5.74
1692.Biofilm.C.DC.2.W.2012	147709.0	1930	2.0	2	365.0	3	5.74
1692.Biofilm.C.E1.1.C.2012	141126.0	1905	0.0	0	22.0	1	5.01
1692.Biofilm.C.E1.1.W.2012	86554.0	1536	0.0	0	178.0	3	5.01
1692.Biofilm.C.E1.2.C.2012	113291.0	1836	0.0	0	12.0	1	5.01
1692.Biofilm.C.E1.2.W.2012	154361.0	1874	12.0	4	62.0	1	5.01
1692.Biofilm.C.E2.1.C.2012	226332.0	1952	0.0	0	72.0	2	5.01
1692.Biofilm.C.E2.1.W.2012	162869.0	1756	1.0	1	137.0	2	5.01
1692.Biofilm.C.E2.2.C.2012	216012.0	2422	0.0	0	7.0	1	5.01
1692.Biofilm.C.E2.2.W.2012	167554.0	1690	1.0	1	18.0	2	5.01
1692.Soil.BE.PolygonA.Medium.Center.7.15.2012	122755.0	1790	2.0	2	4.0	2	4.86
1692.Soil.BE.PolygonA.Shallow.Center.7.15.2012	60905.0	2022	0.0	0	7.0	1	4.86
1692.Soil.BE.PolygonB.Medium.Center.7.15.2012	89780.0	1759	0.0	0	15.0	1	4.67
1692.Soil.BE.PolygonB.Medium.Rim.7.15.2012	92674.0	1931	6.0	3	0.0	0	4.01
1692.Soil.BE.PolygonB.Shallow.Center.7.15.2012	85200.0	1636	1.0	1	40.0	1	4.67
1692.Soil.BE.PolygonB.Shallow.Rim.7.15.2012	89717.0	2487	1.0	1	12.0	1	4.01
1692.Soil.BE.PolygonC.Medium.Center.7.15.2012	132630.0	1757	0.0	0	11.0	3	4.54
1692.Soil.BE.PolygonC.Shallow.Center.7.15.2012	119380.0	1674	0.0	0	14.0	1	4.54
1702.AT1	78244.0	3294	0.0	0	2.0	1	5.08
1702.AT3	69116.0	3405	0.0	0	1.0	1	5.21
1702.AT4	63478.0	3315	1.0	1	0.0	0	5.06
1702.BL2	67969.0	4036	0.0	0	2.0	1	5.75
1702.BL4	85622.0	4362	0.0	0	2.0	1	5.43
1702.DCF1	70051.0	2986	0.0	0	2.0	2	4.79
1702.DCF3	72189.0	3442	1.0	1	1.0	1	5.14
1702.DCS1	84265.0	3604	0.0	0	1.0	1	5.57
1702.DCS2	70749.0	2518	0.0	0	2.0	1	4.92
1702.DCS3	72609.0	2955	0.0	0	1.0	1	4.59
1702.DCS4	57902.0	2301	0.0	0	2.0	2	4.44
1702.EB2	75018.0	2664	0.0	0	2.0	1	4.4
1702.MCB1	78752.0	4514	0.0	0	2.0	1	5.53
1702.MCB2	85144.0	4698	0.0	0	1.0	1	5.45
1702.MCB3	92765.0	4824	1.0	1	1.0	1	6.31
1702.MCB4	69545.0	4082	0.0	0	3.0	1	6.01
1716.McG.PAPrS02	16308.0	2322	1.0	1	0.0	0	6.4
1716.McG.PAPrS06	13470.0	2053	2.0	1	0.0	0	6.3
1716.McG.PAPrS08	11509.0	1438	1.0	1	0.0	0	5.8
1716.McG.PAPrS12	11069.0	1368	5.0	1	0.0	0	5.6
1716.McG.PAPrS17	11495.0	1899	0.0	0	1.0	1	6.2
1716.McG.PAPrS18	13261.0	1653	1.0	1	0.0	0	4.6
1716.McG.PAPrS20	14702.0	2324	0.0	0	2.0	1	5.8
1716.McG.PAPrS25	12787.0	2073	1.0	1	0.0	0	6.3
1716.McG.PAPrS32	13433.0	1845	2.0	1	0.0	0	6.3
1716.McG.PAPrS33	13875.0	2095	1.0	1	0.0	0	6.1
1716.McG.PAPrS37	12964.0	2090	2.0	1	0.0	0	6.2
1716.McG.PAPrS38	12257.0	2054	0.0	0	2.0	1	6.4
1716.McG.PAPrS42	12032.0	1870	0.0	0	1.0	1	6.2
1721.B11B	185448.0	1416	197.0	3	0.0	0	4.6
1721.B11M	229076.0	2507	3.0	1	2.0	1	4.6
1721.B11T	212982.0	1915	92.0	2	0.0	0	4.6
1721.B12B	263699.0	1799	13.0	2	0.0	0	4.6
1721.B12M	304654.0	1826	1488.0	6	32.0	1	4.6
1721.B12T	274281.0	1596	0.0	0	1.0	1	4.6
1721.B15B	271951.0	4156	20.0	2	22.0	3	4.8
1721.B15T	314343.0	2098	144.0	2	5.0	2	4.8
1721.B16B	179722.0	1444	37.0	2	0.0	0	4.8
1721.B16M	155141.0	1226	458.0	4	0.0	0	4.8
1721.B16T	200664.0	2618	1.0	1	0.0	0	4.8
1721.B17B	133750.0	2303	11.0	1	2.0	2	4.9
1721.B17M	210185.0	2765	5.0	1	0.0	0	4.9
1721.B17T	226410.0	2178	234.0	2	4.0	1	4.9
1721.B18B	332031.0	1482	39.0	4	0.0	0	4.8
1721.B18M	169220.0	1279	1.0	1	0.0	0	4.8
1721.B18T	220695.0	3435	84.0	1	1.0	1	4.8
1721.B19B	192251.0	3414	6.0	2	3.0	1	5.0
1721.B19M	181135.0	1946	80.0	2	0.0	0	5.0
1721.B19T	216747.0	2228	545.0	5	4.0	2	5.0
1721.B20B	344468.0	3266	27.0	2	6.0	2	4.6
1721.B20M	204505.0	2853	38.0	2	1.0	1	4.6
1721.B20T	251708.0	1868	6.0	2	5.0	2	4.6
1721.B21B	275371.0	1955	1168.0	3	1.0	1	4.5
1721.B21M	170646.0	1487	0.0	0	1.0	1	4.5
1721.B23M	328963.0	2114	9.0	1	0.0	0	5.0
1721.B23T	225715.0	2399	128.0	1	0.0	0	5.0
1721.B24B	299389.0	1495	26.0	1	0.0	0	4.9
1721.B24M	187027.0	3017	2.0	1	3.0	2	4.9
1721.B24T	249684.0	2064	76.0	1	0.0	0	4.9
1721.B25B	165506.0	3997	17.0	2	5.0	2	4.8
1721.B25M	266669.0	3934	19.0	2	5.0	2	4.8
1721.B25T	197691.0	1789	15.0	1	0.0	0	4.8
1721.B26M	193587.0	2253	1.0	1	0.0	0	4.9
1721.B26T	175079.0	2618	1.0	1	0.0	0	4.9
1721.B27B	212337.0	2847	901.0	3	0.0	0	4.7
1721.B29B	192576.0	2752	9.0	1	4.0	1	5.1
1721.B29M	129161.0	2603	2.0	1	0.0	0	5.1
1721.B29T	195414.0	2064	2038.0	5	0.0	0	5.1
1721.B2M	265051.0	2469	0.0	0	1.0	1	4.7
1721.B2T	148827.0	2088	2.0	1	0.0	0	4.7
1721.B3B	234995.0	1752	4.0	2	1.0	1	4.5
1721.B3M	170912.0	1878	521.0	3	0.0	0	4.5
1721.B3T	191114.0	1815	509.0	4	0.0	0	4.5
1721.B4B	204295.0	1665	6.0	1	2.0	1	4.8
1721.B4M	233055.0	1581	2.0	1	1.0	1	4.8
1721.B4T	189553.0	2144	3.0	2	0.0	0	4.8
1721.B5B	211380.0	2800	6.0	3	0.0	0	4.9
1721.B5M	271477.0	1613	600.0	5	1.0	1	4.9
1721.B5T	253191.0	1868	1695.0	7	1.0	1	4.9
1721.B6B	167000.0	1268	1.0	1	0.0	0	4.7
1721.B6T	217357.0	1844	3.0	1	0.0	0	4.7
1721.B7B	189895.0	2268	2.0	1	0.0	0	4.9
1721.B7M	218017.0	3992	10.0	2	28.0	3	4.9
1721.B7T	211196.0	1958	1266.0	7	0.0	0	4.9
1721.B8B	253873.0	3129	123.0	2	3.0	3	5.0
1721.B8M	224423.0	2606	2.0	1	0.0	0	5.0
1721.B8T	220805.0	2330	103.0	1	0.0	0	5.0
1721.B9B	230140.0	1975	55.0	3	3.0	2	4.6
1721.B9M	238196.0	2393	60.0	1	2.0	2	4.6
1721.B9T	183972.0	1514	675.0	6	0.0	0	4.6
1721.R10B	120278.0	3818	3.0	2	6.0	3	4.7
1721.R10M	98838.0	3644	4.0	2	3.0	3	4.7
1721.R11B	77750.0	3793	3.0	2	0.0	0	4.6
1721.R11M	98371.0	4004	7.0	1	3.0	2	4.6
1721.R12B	1360.0	572	0.0	0	1.0	1	4.6
1721.R12M	64892.0	3519	2.0	2	0.0	0	4.6
1721.R12T	80516.0	3923	2.0	1	1.0	1	4.6
1721.R13B	77847.0	2695	1.0	1	3.0	2	4.4
1721.R13T	93863.0	2597	12.0	1	0.0	0	4.4
1721.R14T	92161.0	3009	2.0	2	3.0	3	4.8
1721.R15B	61671.0	2652	3.0	1	1.0	1	4.8
1721.R15M	105849.0	4016	3.0	2	6.0	5	4.8
1721.R15T	83993.0	3935	13.0	2	2.0	1	4.8
1721.R16B	85381.0	3422	0.0	0	2.0	1	4.8
1721.R16M	51313.0	2752	1.0	1	5.0	4	4.8
1721.R17B	62782.0	3103	5.0	3	1.0	1	4.9
1721.R17M	66517.0	3517	7.0	2	2.0	1	4.9
1721.R17T	81384.0	2559	3.0	1	5.0	2	4.9
1721.R18B	98260.0	3646	8.0	2	0.0	0	4.8
1721.R18M	104521.0	4459	6.0	1	8.0	4	4.8
1721.R1B	51262.0	2578	1.0	1	1.0	1	4.6
1721.R1M	76541.0	2873	2.0	1	2.0	1	4.6
1721.R1T	86987.0	2960	2.0	2	5.0	1	4.6
1721.R20B	69047.0	2619	8.0	1	7.0	2	4.6
1721.R20M	60894.0	2059	0.0	0	1.0	1	4.6
1721.R21M	77170.0	4214	4.0	2	0.0	0	4.5
1721.R22B	98211.0	3390	3.0	2	2.0	2	5.1
1721.R22M	117309.0	3780	1.0	1	3.0	3	5.1
1721.R23B	91090.0	4092	4.0	1	6.0	5	5.0
1721.R23T	81057.0	3432	4.0	1	1.0	1	5.0
1721.R24B	75179.0	2834	8.0	2	1.0	1	4.9
1721.R24T	119439.0	3995	3.0	1	0.0	0	4.9
1721.R25B	104723.0	4258	2.0	1	4.0	2	4.8
1721.R25M	77849.0	2986	9.0	1	0.0	0	4.8
1721.R26M	125756.0	4240	7.0	1	6.0	6	4.9
1721.R27B	80092.0	3672	8.0	2	0.0	0	4.7
1721.R27M	55253.0	1156	10.0	1	0.0	0	4.7
1721.R28M	106625.0	3648	2.0	1	5.0	3	4.8
1721.R28T	80143.0	3044	1.0	1	2.0	2	4.8
1721.R29M	81360.0	3555	4.0	1	6.0	2	5.1
1721.R2B	91142.0	3715	0.0	0	2.0	2	4.7
1721.R2M	60913.0	3139	4.0	1	0.0	0	4.7
1721.R3B	66745.0	2805	2.0	2	1.0	1	4.5
1721.R3T	90957.0	3045	0.0	0	9.0	3	4.5
1721.R4B	97822.0	3346	3.0	3	2.0	2	4.8
1721.R4M	92595.0	3021	1.0	1	3.0	2	4.8
1721.R4T	73700.0	1400	0.0	0	1.0	1	4.8
1721.R5M	119980.0	4130	4.0	2	2.0	2	4.9
1721.R6B	101170.0	4084	0.0	0	3.0	2	4.7
1721.R6M	95005.0	4116	3.0	3	7.0	5	4.7
1721.R6T	108690.0	4164	6.0	2	9.0	5	4.7
1721.R7M	65718.0	2337	3.0	1	1.0	1	4.9
1721.R7T	82441.0	3157	3.0	1	7.0	4	4.9
1721.R8B	101729.0	4246	7.0	2	4.0	1	5.0
1721.R8M	74487.0	2009	0.0	0	1.0	1	5.0
1721.R9B	97824.0	3818	5.0	1	6.0	3	4.6
1721.R9M	133335.0	4216	3.0	1	11.0	4	4.6
1721.R9T	93421.0	4442	3.0	1	3.0	3	4.6
1721.S10B	102896.0	3305	8.0	3	6.0	3	4.7
1721.S10M	106113.0	3055	12.0	2	3.0	1	4.7
1721.S10T	92428.0	3259	12.0	2	7.0	2	4.7
1721.S11B	90278.0	2871	10.0	3	5.0	4	4.6
1721.S11M	72495.0	2788	1.0	1	10.0	4	4.6
1721.S11T	96065.0	2810	6.0	1	12.0	3	4.6
1721.S12B	75044.0	2562	5.0	2	7.0	3	4.6
1721.S12M	93112.0	2337	1.0	1	0.0	0	4.6
1721.S12T	84286.0	2519	0.0	0	8.0	2	4.6
1721.S13M	71869.0	1815	0.0	0	8.0	1	4.4
1721.S13T	85530.0	2720	147.0	5	6.0	2	4.4
1721.S14B	83897.0	2330	2.0	2	0.0	0	4.8
1721.S14M	80588.0	2303	1.0	1	2.0	1	4.8
1721.S15B	102529.0	3058	7.0	2	19.0	6	4.8
1721.S15T	78520.0	2979	1.0	1	10.0	3	4.8
1721.S16B	103406.0	2635	3.0	1	6.0	3	4.8
1721.S16M	70915.0	2798	0.0	0	4.0	1	4.8
1721.S16T	57362.0	394	356.0	3	0.0	0	4.8
1721.S17B	98425.0	2749	9.0	2	6.0	1	4.9
1721.S17M	96909.0	2425	35.0	2	9.0	2	4.9
1721.S17T	78881.0	2750	2.0	1	2.0	1	4.9
1721.S18B	96968.0	2078	6.0	1	3.0	2	4.8
1721.S18M	120895.0	3569	8.0	2	4.0	3	4.8
1721.S18T	123617.0	2511	13.0	1	0.0	0	4.8
1721.S19B	74940.0	2447	22.0	2	6.0	2	5.0
1721.S19M	74625.0	2074	14.0	1	3.0	1	5.0
1721.S19T	93408.0	2532	3.0	1	10.0	1	5.0
1721.S1B	78229.0	2747	14.0	2	0.0	0	4.6
1721.S1M	82288.0	2843	1.0	1	10.0	3	4.6
1721.S1T	86204.0	2973	15.0	3	7.0	1	4.6
1721.S20B	80689.0	2727	3.0	3	5.0	3	4.6
1721.S20M	84889.0	2318	1.0	1	7.0	2	4.6
1721.S20T	95154.0	2620	4.0	2	20.0	3	4.6
1721.S21B	111789.0	2540	0.0	0	10.0	1	4.5
1721.S21M	102687.0	2091	72.0	3	12.0	2	4.5
1721.S22B	82913.0	1253	1.0	1	0.0	0	5.1
1721.S22M	117049.0	2534	13.0	1	0.0	0	5.1
1721.S22T	96760.0	2717	5.0	1	14.0	3	5.1
1721.S23B	94180.0	2170	5.0	1	29.0	3	5.0
1721.S23M	121194.0	2996	19.0	1	1.0	1	5.0
1721.S24B	92938.0	2499	3.0	1	2.0	2	4.9
1721.S24M	82776.0	2154	0.0	0	16.0	2	4.9
1721.S24T	96855.0	2039	7.0	1	1.0	1	4.9
1721.S25T	69883.0	406	829.0	9	83.0	1	4.8
1721.S27M	15086.0	57	767.0	4	0.0	0	4.7
1721.S28T	14202.0	63	1.0	1	0.0	0	4.8
1721.S29B	30775.0	101	2.0	1	0.0	0	5.1
1721.S2B	61036.0	2886	7.0	2	7.0	2	4.7
1721.S2M	89429.0	2990	9.0	1	6.0	2	4.7
1721.S2T	78777.0	2620	8.0	1	1.0	1	4.7
1721.S3B	78400.0	2963	5.0	2	6.0	3	4.5
1721.S3M	104040.0	351	0.0	0	2.0	1	4.5
1721.S3T	69043.0	2948	2.0	2	3.0	1	4.5
1721.S4B	76800.0	2993	4.0	1	14.0	3	4.8
1721.S4M	70249.0	2834	4.0	1	12.0	3	4.8
1721.S4T	95816.0	2697	3.0	1	8.0	4	4.8
1721.S5B	70815.0	3324	4.0	1	1.0	1	4.9
1721.S5M	93100.0	3308	6.0	1	12.0	2	4.9
1721.S5T	97443.0	2285	0.0	0	30.0	3	4.9
1721.S6B	74609.0	3289	5.0	1	10.0	3	4.7
1721.S6M	76366.0	2879	5.0	2	7.0	1	4.7
1721.S6T	74489.0	2364	7.0	1	7.0	2	4.7
1721.S7B	84870.0	3035	0.0	0	16.0	2	4.9
1721.S7M	103383.0	2959	0.0	0	6.0	3	4.9
1721.S7T	32290.0	1878	2.0	1	1.0	1	4.9
1721.S8B	81679.0	2722	17.0	2	5.0	2	5.0
1721.S8M	88037.0	3519	5.0	2	3.0	3	5.0
1721.S8T	73533.0	3611	1.0	1	11.0	5	5.0
1721.S9B	87455.0	3257	2.0	1	8.0	4	4.6
1721.S9M	93897.0	3635	6.0	2	7.0	3	4.6
1721.S9T	77931.0	2962	0.0	0	9.0	2	4.6
1740.Webster.4.G1.355.EMP.Thomas.sponges.16S.L008	23207.0	255	6.0	1	0.0	0	7.87
1740.Webster.4.G12.366.EMP.Thomas.sponges.16S.L008	83889.0	598	161.0	7	0.0	0	8.06
1740.Webster.4.G6.360.EMP.Thomas.sponges.16S.L008	29.0	23	1.0	1	0.0	0	7.87
1740.Webster.4.G8.362.EMP.Thomas.sponges.16S.L008	60375.0	1193	1.0	1	1.0	1	7.87
